LFC,VE,VE_norm,LFC_norm
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
1.18,0.05832842482949924,0.25778170410472984,0.10429445432000362
8.5025,0.08531740867861783,0.3777191078468268,0.826629680998613
5.1018,0.09607433305464874,0.4255222259309987,0.4911642791050047
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
8.5025,0.08531740867861783,0.3777191078468268,0.826629680998613
6.2144,0.024898165404674693,0.10921966322710833,0.6009178022463664
3.2063,0.05832842482949924,0.25778170410472984,0.30418081414504516
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
8.5025,0.16201046263576532,0.7185383779644464,0.826629680998613
3.117,0.07023663371457821,0.3107010605680739,0.29537172766605574
9.9538,0.15835787263813755,0.7023064900319879,0.9697945993296019
7.3765,0.08531740867861783,0.3777191078468268,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.09807946452049854,0.4344329082864392,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
7.3765,0.10911809893417876,0.4834879286546183,0.715554301655477
1.2679,0.06202172438116141,0.2741945028208504,0.11296543641970315
7.0009,0.10911809893417876,0.4834879286546183,0.6785028696117097
5.1609,0.012158162069081201,0.05260386278500904,0.4969942568307412
6.2196,0.1278910737472678,0.5669138876379243,0.601430761369443
6.6837,0.20644946990445365,0.9160226251105915,0.6472123631040341
4.7374,0.06581371369315356,0.29104587283317385,0.4552176820955564
6.6837,0.20644946990445365,0.9160226251105915,0.6472123631040341
6.6837,0.20644946990445365,0.9160226251105915,0.6472123631040341
4.7374,0.06581371369315356,0.29104587283317385,0.4552176820955564
5.7819,0.13023964876163618,0.5773508122472998,0.5582534136443181
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
1.2201,0.017575199199677573,0.07667684652720672,0.10825015832680625
-0.86699,-0.015272194434191734,0.06644243333394864,0.07341727449034553
3.8661,0.016003997852200965,0.06969452324204965,0.36926743518465543
1.3707,0.05087097362911875,0.22464124425980572,0.12310624369898769
2.6887,0.06710640693581357,0.2967905230292077,0.25312165220187705
6.1008,0.07862710777126915,0.3479878172740992,0.5897116183268457
1.3574,0.07862710777126915,0.3479878172740992,0.12179425209573395
5.2366,-0.11541074748660501,0.5114520763327502,0.5044617579109147
2.3318,0.0385919115236069,0.17007383862659387,0.2179149000814816
9.4708,0.1333277717767996,0.591074243219934,0.9221485884745978
9.4708,0.1333277717767996,0.591074243219934,0.9221485884745978
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
7.8978,0.11538339078536586,0.511330504815278,0.766978453743911
1.273,0.062157757099691034,0.2747990239534589,0.11346853094425909
7.6955,0.05330745747273036,0.23546883036293667,0.7470223709365252
8.7969,0.12504959094164472,0.5542865107648461,0.8556710590435681
5.9457,0.15608844156667437,0.6922212762942418,0.5744116260212326
2.6296,0.15608844156667437,0.6922212762942418,0.2472916744761405
2.6296,0.09042099801235018,0.40039914863219733,0.2472916744761405
2.6296,0.06088791356247228,0.2691559164595222,0.2472916744761405
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
2.6296,0.09042099801235018,0.40039914863219733,0.2472916744761405
2.6296,0.15608844156667437,0.6922212762942418,0.2472916744761405
2.651,0.043807067261084326,0.19324967372881727,0.24940269855957134
10.26,0.14543707359152128,0.6448872444394893,1.0
9.7906,0.15608844156667437,0.6922212762942418,0.9536955745438116
5.5447,0.008458132288659742,0.03616115534136871,0.5348545859532062
1.3576,0.03146437864288206,0.13839951574064777,0.12181398129277536
4.5485,0.11684787902342293,0.5178386015285649,0.436583455489945
6.2964,0.11113984063807834,0.49247242589832463,0.6090067730333444
5.4556,0.012676538839784873,0.054907497645290786,0.5260652286712583
5.4556,0.012676538839784873,0.054907497645290786,0.5260652286712583
3.2383,0.06925698566199445,0.3063475641687742,0.3073374856716707
3.2383,0.028491978977565332,0.12519035230066858,0.3073374856716707
4.0529,0.05872433164255555,0.2595410899173725,0.38769450522133203
4.0529,0.05872433164255555,0.2595410899173725,0.38769450522133203
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
4.1864,0.016510030802323872,0.07194330291397041,0.4008637442464729
2.7188,-0.04004729129244957,0.17654145785633615,0.2560908963566092
4.4262,0.0247582205377374,0.10859775674476996,0.424519051499123
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
8.9146,0.10410513948688195,0.4612106415757707,0.8672816915024376
5.8853,0.08221785502391739,0.3639448798068838,0.5684534085147268
5.8853,0.066190404163735,0.2927198623878937,0.5684534085147268
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
3.1608,0.1278910737472678,0.5669138876379243,0.29969242181812444
5.154,0.0606054135532367,0.2679005035898028,0.4963135995328126
4.4262,0.0247582205377374,0.10859775674476996,0.424519051499123
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
9.5797,0.11538339078536586,0.511330504815278,0.9328911362636453
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
7.8978,0.08221785502391739,0.3639448798068838,0.766978453743911
5.154,0.0606054135532367,0.2679005035898028,0.4963135995328126
7.3086,0.07338143675330548,0.32467637412021877,0.7088562392599184
2.7188,-0.04004729129244957,0.17654145785633615,0.2560908963566092
2.7188,-0.04004729129244957,0.17654145785633615,0.2560908963566092
9.5797,0.11538339078536586,0.511330504815278,0.9328911362636453
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
2.7188,-0.04004729129244957,0.17654145785633615,0.2560908963566092
2.7188,-0.04004729129244957,0.17654145785633615,0.2560908963566092
5.7288,0.10848473654673416,0.48067330470276165,0.5530153118298238
4.122,0.0606054135532367,0.2679005035898028,0.39451094279913906
9.5797,0.11538339078536586,0.511330504815278,0.9328911362636453
7.3086,0.07338143675330548,0.32467637412021877,0.7088562392599184
4.4662,0.01756893725930565,0.07664901884481619,0.4284648909074049
6.7842,0.16890531855823404,0.7491786985908092,0.6571262846173423
8.3959,0.20998013602476345,0.9317126907432022,0.8161140189755417
5.1609,0.030721948842484356,0.1351002028351205,0.4969942568307412
0.40463,0.05447485690037043,0.2406566824608115,0.027807316770014776
2.1002,0.03657367587651593,0.16110492208623486,0.19506848990752926
8.0306,0.1209742596625127,0.5361759862730537,0.780078640579407
8.4735,0.14668249458809687,0.650421819647294,0.8237689474276086
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
6.9107,0.10445165883727887,0.46275055250629515,0.669605001746034
6.9107,0.11510361745981014,0.5100872091620946,0.669605001746034
6.9107,0.10445165883727887,0.46275055250629515,0.669605001746034
6.9107,0.10445165883727887,0.46275055250629515,0.669605001746034
6.9107,0.10445165883727887,0.46275055250629515,0.669605001746034
9.7903,0.12383108771076261,0.5488715564716289,0.9536659807482496
7.7029,0.061167606383482294,0.2703988543553978,0.7477523512270574
