id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
BACH1	23	0.28961	0.82282	1.0	391	5	0.51073	0.20723	0.53901	0.898349	364	10	0.51073
STAT4	26	0.29404	0.84687	1.0	392	7	0.44232	0.026511	0.12896	0.580314	153	11	0.44232
PRDM1	594	0.29433	0.97717	1.0	393	172	0.25319	0.5564	0.92733	1.0	510	238	0.25319
FOXS1	53	0.29593	0.93041	1.0	394	14	0.25616	0.16998	0.54439	0.901841	337	24	0.25616
EWSR1-FLI1	10	0.298	0.69705	1.0	395	3	0.063426	0.74094	0.89099	1.0	555	3	0.063426
TLX2	571	0.29832	0.97751	1.0	396	176	0.29597	0.13485	0.49713	0.881816	306	221	0.29597
NOBOX	571	0.29832	0.97751	1.0	397	176	0.29597	0.13485	0.49713	0.881816	309	221	0.29597
SHOX2	571	0.29832	0.97751	1.0	398	176	0.29597	0.13485	0.49713	0.881816	308	221	0.29597
ALX3	571	0.29832	0.97751	1.0	399	176	0.29597	0.13485	0.49713	0.881816	296	221	0.29597
HOXB2	571	0.29832	0.97751	1.0	400	176	0.29597	0.13485	0.49713	0.881816	297	221	0.29597
DLX3	571	0.29832	0.97751	1.0	401	176	0.29597	0.13485	0.49713	0.881816	307	221	0.29597
VAX2	571	0.29832	0.97751	1.0	402	176	0.29597	0.13485	0.49713	0.881816	304	221	0.29597
UNCX	571	0.29832	0.97751	1.0	403	176	0.29597	0.13485	0.49713	0.881816	305	221	0.29597
DLX4	571	0.29832	0.97751	1.0	404	176	0.29597	0.13485	0.49713	0.881816	310	221	0.29597
HESX1	571	0.29832	0.97751	1.0	405	176	0.29597	0.13485	0.49713	0.881816	302	221	0.29597
DLX6	571	0.29832	0.97751	1.0	406	176	0.29597	0.13485	0.49713	0.881816	298	221	0.29597
EN1	571	0.29832	0.97751	1.0	407	176	0.29597	0.13485	0.49713	0.881816	299	221	0.29597
RAX2	571	0.29832	0.97751	1.0	408	176	0.29597	0.13485	0.49713	0.881816	314	221	0.29597
SHOX	571	0.29832	0.97751	1.0	409	176	0.29597	0.13485	0.49713	0.881816	311	221	0.29597
GBX2	571	0.29832	0.97751	1.0	410	176	0.29597	0.13485	0.49713	0.881816	295	221	0.29597
NKX6-2	571	0.29832	0.97751	1.0	411	176	0.29597	0.13485	0.49713	0.881816	313	221	0.29597
PRRX1	571	0.29832	0.97751	1.0	412	176	0.29597	0.13485	0.49713	0.881816	312	221	0.29597
RAX	571	0.29832	0.97751	1.0	413	176	0.29597	0.13485	0.49713	0.881816	315	221	0.29597
MIXL1	571	0.29832	0.97751	1.0	414	176	0.29597	0.13485	0.49713	0.881816	301	221	0.29597
ISX	571	0.29832	0.97751	1.0	415	176	0.29597	0.13485	0.49713	0.881816	300	221	0.29597
LBX2	571	0.29832	0.97751	1.0	416	176	0.29597	0.13485	0.49713	0.881816	303	221	0.29597
FOSL2	60	0.30102	0.94786	1.0	417	17	0.38354	0.13758	0.5034	0.881816	316	28	0.38354
DDIT3::CEBPA	5	0.30441	0.56876	1.0	418	2	3.6716	0.012561	0.043402	0.308862	104	3	3.6716
FOXN3	50	0.30547	0.93115	1.0	419	13	0.054339	0.88569	0.99343	1.0	578	16	0.054339
BARHL1	109	0.30622	0.97823	1.0	420	34	0.34004	0.11574	0.45438	0.881816	280	41	0.34004
BARHL2	109	0.30622	0.97823	1.0	421	34	0.34004	0.11574	0.45438	0.881816	279	41	0.34004
KLF3	30	0.30822	0.87165	1.0	422	10	0.34785	0.51571	0.85059	1.0	486	12	0.34785
ETV2	10	0.30826	0.70341	1.0	423	4	0.0093674	0.46462	0.7302	1.0	472	4	0.0093674
GSX2	263	0.31003	0.97907	1.0	424	78	0.21142	0.1057	0.43892	0.881816	272	89	0.21142
DBP	6	0.31636	0.61159	1.0	425	2	0.091272	0.26658	0.45998	0.881816	386	3	0.091272
HOXB6	340	0.31837	0.97997	1.0	426	98	0.32557	0.014027	0.085876	0.443815	116	128	0.32557
TFEC	38	0.32128	0.9088	1.0	427	10	0.25555	0.035465	0.18053	0.699436	173	16	0.25555
ARNTL	38	0.32128	0.9088	1.0	428	10	0.25555	0.035465	0.18053	0.699436	172	16	0.25555
ARNT2	38	0.32128	0.9088	1.0	429	10	0.25555	0.035465	0.18053	0.699436	170	16	0.25555
TFEB	38	0.32128	0.9088	1.0	430	10	0.25555	0.035465	0.18053	0.699436	171	16	0.25555
OSR1	48	0.32246	0.93225	1.0	431	9	0.51231	0.033901	0.18436	0.703447	166	21	0.51231
KLF5	349	0.32507	0.981	1.0	432	93	0.67073	3.0457e-06	0.00018342	0.00705	10	175	0.67073
DMRT1	8	0.33736	0.67786	1.0	433	1	1.3489	0.039954	0.12927	0.580314	179	4	1.3489
ELF1	83	0.34119	0.97562	1.0	434	19	0.63287	0.10009	0.41309	0.868091	268	39	0.63287
EHF	83	0.34119	0.97562	1.0	435	19	0.63287	0.10009	0.41309	0.868091	266	39	0.63287
IKZF3	83	0.34119	0.97562	1.0	436	19	0.63287	0.10009	0.41309	0.868091	265	39	0.63287
ELF3	83	0.34119	0.97562	1.0	437	19	0.63287	0.10009	0.41309	0.868091	267	39	0.63287
HEY1	12	0.3412	0.76515	1.0	438	2	1.6989	0.021236	0.083725	0.441686	137	6	1.6989
HES5	12	0.3412	0.76515	1.0	439	2	1.6989	0.021236	0.083725	0.441686	136	6	1.6989
CDX4	11	0.34303	0.74801	1.0	440	3	0.68933	0.014379	0.059474	0.366609	119	6	0.68933
HOXD9	11	0.34303	0.74801	1.0	441	3	0.68933	0.014379	0.059474	0.366609	118	6	0.68933
LHX5	150	0.34335	0.98275	1.0	442	46	0.22563	0.35814	0.80962	1.0	422	52	0.22563
HOXA3	150	0.34335	0.98275	1.0	443	46	0.22563	0.35814	0.80962	1.0	421	52	0.22563
MEOX1	150	0.34335	0.98275	1.0	444	46	0.22563	0.35814	0.80962	1.0	420	52	0.22563
HOXD8	227	0.34681	0.98314	1.0	445	66	0.41483	0.047554	0.28693	0.772636	188	91	0.41483
HOXB8	227	0.34681	0.98314	1.0	446	66	0.41483	0.047554	0.28693	0.772636	189	91	0.41483
FOXJ2::ELF1	30	0.3469	0.89803	1.0	447	9	0.55871	0.0072356	0.064609	0.366609	83	15	0.55871
TFCP2L1	1	0.34887	0.38691	1.0	448	0	-0.33387	0.65113	0.61309	0.966323	530	0	-0.33387
HAND1	15	0.35041	0.80431	1.0	449	5	-0.17237	0.5489	0.82195	1.0	507	5	-0.17237
NR1I3	37	0.35614	0.91931	1.0	450	10	0.13004	0.067459	0.26986	0.768363	221	14	0.13004
ZBTB18	14	0.35692	0.80409	1.0	451	5	0.062507	0.23435	0.52571	0.898349	375	6	0.062507
HAND1::TCF3	80	0.35977	0.97733	1.0	452	19	0.49759	0.0036888	0.028282	0.241574	68	38	0.49759
ONECUT3	3	0.36229	0.50853	1.0	453	1	-0.036261	0.29568	0.42617	0.881816	403	1	-0.036261
NFATC1	1290	0.36712	0.98553	1.0	454	386	0.24629	0.36495	0.8167	1.0	424	503	0.24629
NFATC3	1290	0.36712	0.98553	1.0	455	386	0.24629	0.36495	0.8167	1.0	425	503	0.24629
ELF2	2	0.36922	0.43164	1.0	456	1	2.8309	0.029476	0.049043	0.335129	156	1	2.8309
FOSL2::JUN	83	0.36946	0.98025	1.0	457	18	0.49183	0.034722	0.22988	0.721013	167	37	0.49183
HINFP	40	0.37229	0.93556	1.0	458	8	1.3517	0.0017353	0.011883	0.149141	54	26	1.3517
NR2F2	365	0.37359	0.98635	1.0	459	113	0.17377	0.2032	0.64743	0.98313	356	148	0.17377
PPARA	365	0.37359	0.98635	1.0	460	113	0.17377	0.2032	0.64743	0.98313	355	148	0.17377
ZNF317	104	0.3834	0.98759	1.0	461	28	0.03163	0.24258	0.70427	1.0	378	39	0.03163
splice_essential_liu	491	0.38418	0.9876	1.0	462	94	1.3101	1.8928e-21	4.9574e-06	0.000436	3	302	1.3101
FEZF2	415	0.385	0.98776	1.0	463	101	0.61292	0.0040904	0.034439	0.275063	70	197	0.61292
HIC2	2449	0.38667	0.98817	1.0	464	722	0.37503	0.0011769	0.01459	0.166159	49	1073	0.37503
MEF2A	14	0.38847	0.82016	1.0	465	5	-0.11746	0.91763	0.97662	1.0	586	3	-0.11746
TBX21	6	0.39157	0.67103	1.0	466	2	0.95998	0.12451	0.27914	0.772636	285	4	0.95998
IRF1	6	0.39653	0.67429	1.0	467	2	0.12969	0.56941	0.72653	1.0	516	2	0.12969
FOXD2	11	0.40154	0.78503	1.0	468	2	0.36245	0.4699	0.73341	1.0	473	5	0.36245
NR1H2	1503	0.40233	0.98968	1.0	469	442	0.28932	0.081639	0.37408	0.860577	229	628	0.28932
NR1H4	1503	0.40233	0.98968	1.0	470	442	0.28932	0.081639	0.37408	0.860577	228	628	0.28932
BCL11B	25	0.40439	0.89903	1.0	471	5	0.7428	0.20051	0.53574	0.898349	353	12	0.7428
FOSL1::JUN	28	0.40453	0.91237	1.0	472	5	0.76391	0.06277	0.26657	0.767595	213	14	0.76391
JDP2	28	0.40453	0.91237	1.0	473	5	0.76391	0.06277	0.26657	0.767595	212	14	0.76391
FOXP2	79	0.40789	0.98366	1.0	474	21	0.027921	0.31935	0.76328	1.0	411	32	0.027921
JUN	77	0.41248	0.98317	1.0	475	23	-0.051539	0.36229	0.79864	1.0	423	25	-0.051539
ERG	21	0.41296	0.88631	1.0	476	7	-0.012338	0.73213	0.93562	1.0	552	7	-0.012338
GABPA	21	0.41296	0.88631	1.0	477	7	-0.012338	0.73213	0.93562	1.0	551	7	-0.012338
PLAGL1	239	0.42518	0.9906	1.0	478	67	0.30087	0.01262	0.079045	0.428033	110	100	0.30087
stop_codon_wang	400	0.42556	0.99061	1.0	479	52	1.8102	1.97e-32	4.9574e-06	0.000436	2	281	1.8102
NFATC4	73	0.42919	0.98251	1.0	480	23	0.16282	0.67213	0.95988	1.0	531	23	0.16282
MYCN	31	0.43031	0.93113	1.0	481	7	2.3266	2.6562e-05	0.00051061	0.014101	20	22	2.3266
HOXB13	5	0.43445	0.6817	1.0	482	1	3.6693	0.012123	0.043253	0.308862	103	4	3.6693
DLX2	4	0.43609	0.62665	1.0	483	1	2.2462	0.066497	0.14304	0.623919	218	3	2.2462
DLX5	4	0.43609	0.62665	1.0	484	1	2.2462	0.066497	0.14304	0.623919	219	3	2.2462
ZNF281	44	0.4361	0.96038	1.0	485	12	0.49681	0.0045637	0.032843	0.265765	77	19	0.49681
ZNF148	44	0.4361	0.96038	1.0	486	12	0.49681	0.0045637	0.032843	0.265765	76	19	0.49681
ZNF24	3	0.44551	0.55235	1.0	487	1	-0.40804	0.55238	0.60124	0.965751	509	1	-0.40804
SP3	17	0.45816	0.87712	1.0	488	4	0.0068362	0.87678	0.97318	1.0	571	5	0.0068362
ONECUT2	19	0.45927	0.89411	1.0	489	6	0.80838	0.1432	0.41358	0.868091	320	10	0.80838
ZBTB7C	23	0.4594	0.91645	1.0	490	6	0.85515	0.0027218	0.017485	0.179217	64	12	0.85515
FOXL1	375	0.46161	0.99263	1.0	491	109	0.17188	0.34784	0.80377	1.0	417	150	0.17188
BACH2	13	0.46206	0.83644	1.0	492	2	0.51073	0.094639	0.28751	0.772636	261	5	0.51073
GLI1	6	0.46436	0.72763	1.0	493	2	1.4425	0.071005	0.18259	0.701848	224	4	1.4425
INSM1	2	0.4688	0.53489	1.0	494	1	-0.14274	0.72604	0.69522	1.0	548	0	-0.14274
RUNX2	12	0.49146	0.85018	1.0	495	3	1.4442	0.025918	0.11143	0.522411	151	7	1.4442
CREB3L4	31	0.5155	0.95551	1.0	496	5	0.48478	0.51422	0.85606	1.0	485	12	0.48478
PHOX2A	4	0.51682	0.65277	1.0	497	1	0.88859	0.26944	0.42974	0.881816	389	2	0.88859
NKX2-2	84	0.53425	0.99384	1.0	498	22	0.68852	0.0017908	0.018526	0.185435	56	42	0.68852
NHLH1	20	0.5584	0.93202	1.0	499	5	1.4986	0.016987	0.084211	0.441686	125	12	1.4986
ZNF680	6	0.55874	0.7884	1.0	500	2	0.063745	0.73608	0.83318	1.0	553	2	0.063745
ASCL2	43	0.56536	0.97994	1.0	501	7	0.54762	0.037325	0.19402	0.703447	175	20	0.54762
RFX6	3	0.56555	0.63863	1.0	502	1	-0.25938	0.91537	0.89357	1.0	585	0	-0.25938
SREBF2	13	0.5768	0.89787	1.0	503	3	2.1503	0.001899	0.0092951	0.121627	57	9	2.1503
POU4F2	3	0.57986	0.6505	1.0	504	1	1.4552	0.099402	0.18597	0.703447	264	2	1.4552
THRB	1	0.5975	0.61359	1.0	505	0	0.75256	0.4025	0.38641	0.860577	452	1	0.75256
GATA2	278	0.60044	0.99724	1.0	506	73	0.22377	0.17119	0.60458	0.965751	340	101	0.22377
FOXA3	175	0.60264	0.99725	1.0	507	45	0.25616	0.39024	0.83049	1.0	449	71	0.25616
FOXD1	175	0.60264	0.99725	1.0	508	45	0.25616	0.39024	0.83049	1.0	448	71	0.25616
FOXP4	175	0.60264	0.99725	1.0	509	45	0.25616	0.39024	0.83049	1.0	450	71	0.25616
FOXO6	175	0.60264	0.99725	1.0	510	45	0.25616	0.39024	0.83049	1.0	447	71	0.25616
FOXP3	175	0.60264	0.99725	1.0	511	45	0.25616	0.39024	0.83049	1.0	446	71	0.25616
FOXK1	175	0.60264	0.99725	1.0	512	45	0.25616	0.39024	0.83049	1.0	444	71	0.25616
FOXF1	175	0.60264	0.99725	1.0	513	45	0.25616	0.39024	0.83049	1.0	442	71	0.25616
FOXO3	175	0.60264	0.99725	1.0	514	45	0.25616	0.39024	0.83049	1.0	441	71	0.25616
FOXO1	175	0.60264	0.99725	1.0	515	45	0.25616	0.39024	0.83049	1.0	443	71	0.25616
FOXK2	175	0.60264	0.99725	1.0	516	45	0.25616	0.39024	0.83049	1.0	439	71	0.25616
FOXP1	175	0.60264	0.99725	1.0	517	45	0.25616	0.39024	0.83049	1.0	440	71	0.25616
FOXI1	175	0.60264	0.99725	1.0	518	45	0.25616	0.39024	0.83049	1.0	438	71	0.25616
FOXO4	175	0.60264	0.99725	1.0	519	45	0.25616	0.39024	0.83049	1.0	445	71	0.25616
CREB3	1	0.62456	0.63693	1.0	520	0	0.7303	0.37544	0.36307	0.855516	432	1	0.7303
FOXE1	2	0.63127	0.66999	1.0	521	0	0.17723	0.63125	0.61436	0.966323	527	1	0.17723
CTCF	2	0.63668	0.67411	1.0	522	0	0.23488	0.72974	0.69846	1.0	550	0	0.23488
FOXA2	141	0.64226	0.99791	1.0	523	36	0.25162	0.25026	0.71295	1.0	380	59	0.25162
ONECUT1	16	0.64553	0.93649	1.0	524	2	1.2606	0.054388	0.20358	0.703447	201	10	1.2606
HIC1	68	0.64685	0.995	1.0	525	14	0.26385	0.33402	0.76653	1.0	414	27	0.26385
ZNF416	17	0.64905	0.94276	1.0	526	4	0.73925	0.051712	0.20787	0.703447	197	8	0.73925
MGA::EVX1	3	0.67223	0.7244	1.0	527	0	0.4515	0.6162	0.63625	0.98313	525	1	0.4515
ZBTB7B	1	0.68736	0.69766	1.0	528	0	1.5061	0.31264	0.30234	0.772636	409	1	1.5061
ZIC2	123	0.69868	0.99876	1.0	529	28	1.1513	0.00023058	0.0059439	0.096197	37	69	1.1513
ZNF93	6	0.70066	0.83042	1.0	530	1	1.0972	0.083646	0.2096	0.704402	232	4	1.0972
FLI1	29	0.7109	0.9822	1.0	531	7	0.67259	0.14399	0.44814	0.881816	326	15	0.67259
ETS1	29	0.7109	0.9822	1.0	532	7	0.67259	0.14399	0.44814	0.881816	327	15	0.67259
NR1H3	3405	0.71388	0.99905	1.0	533	958	0.36775	0.00022649	0.005934	0.096197	36	1493	0.36775
JUN::JUNB	153	0.71448	0.99905	1.0	534	39	0.52925	0.0096835	0.063846	0.366609	97	74	0.52925
FOS	177	0.71918	0.99909	1.0	535	43	0.41707	0.025947	0.21122	0.705975	152	79	0.41707
KLF9	1	0.72287	0.73075	1.0	536	0	1.2983	0.27713	0.26925	0.768363	392	1	1.2983
PPARG::RXRA	7	0.73253	0.87278	1.0	537	1	0.28782	0.72021	0.83322	1.0	547	2	0.28782
OSR2	67	0.75502	0.99825	1.0	538	12	0.96641	0.019911	0.1557	0.660617	132	36	0.96641
TCF21	15	0.75686	0.96031	1.0	539	3	1.2083	0.0074788	0.044195	0.308862	84	10	1.2083
STAT1::STAT2	8	0.7652	0.90521	1.0	540	1	2.4013	0.013748	0.050253	0.337454	115	6	2.4013
BARX2	32	0.76718	0.98939	1.0	541	8	0.23091	1.6396e-05	0.00045112	0.013211	18	13	0.23091
NKX3-2	6	0.77033	0.85676	1.0	542	1	-0.33544	0.90629	0.91242	1.0	583	1	-0.33544
ETV5::FOXI1	4	0.77046	0.81464	1.0	543	0	0.68917	0.10878	0.21302	0.706579	276	2	0.68917
ZIM3	3	0.77209	0.80861	1.0	544	0	2.3891	0.042523	0.096257	0.473585	181	2	2.3891
LHX3	2	0.77462	0.80225	1.0	545	0	0.49753	0.67628	0.65184	0.987084	534	0	0.49753
CREM	3	0.77814	0.80862	1.0	546	0	0.22163	0.4395	0.53108	0.898349	462	1	0.22163
ZBED2	73	0.78008	0.99905	1.0	547	16	1.3535	3.6282e-05	0.00054035	0.014101	21	45	1.3535
ATF4	5	0.78366	0.84518	1.0	548	1	-0.22837	0.90098	0.89661	1.0	580	1	-0.22837
CEBPG	5	0.78366	0.84518	1.0	549	1	-0.22837	0.90098	0.89661	1.0	581	1	-0.22837
MYF6	15	0.79159	0.96559	1.0	550	2	2.8264	2.2314e-05	0.00016359	0.00705	19	12	2.8264
MEOX2	76	0.81001	0.99943	1.0	551	17	0.44181	0.057764	0.29022	0.772636	208	33	0.44181
HOXB7	76	0.81001	0.99943	1.0	552	17	0.44181	0.057764	0.29022	0.772636	209	33	0.44181
HOXB1	76	0.81001	0.99943	1.0	553	17	0.44181	0.057764	0.29022	0.772636	207	33	0.44181
XBP1	2	0.81075	0.82948	1.0	554	0	1.8469	0.38056	0.41328	0.868091	433	1	1.8469
FOXL2	8	0.81386	0.91404	1.0	555	1	0.67395	0.28912	0.53297	0.898349	395	4	0.67395
YY2	138	0.8321	0.99984	1.0	556	33	1.0282	0.0001367	0.0015318	0.031402	32	76	1.0282
ZBTB11	17	0.83247	0.97939	1.0	557	2	1.5622	0.010518	0.060554	0.366609	100	11	1.5622
ZBTB7A	17	0.83247	0.97939	1.0	558	2	1.5622	0.010518	0.060554	0.366609	99	11	1.5622
FOSL1::JUND	151	0.83641	0.99985	1.0	559	32	0.52925	0.0083374	0.057907	0.366609	87	73	0.52925
CDX1	2	0.84024	0.85411	1.0	560	0	1.7402	0.15976	0.25001	0.750045	331	2	1.7402
ETV5::FOXO1	5	0.84111	0.88096	1.0	561	0	1.3504	0.13407	0.2671	0.767595	294	3	1.3504
ERF::FOXO1	5	0.84111	0.88096	1.0	562	0	1.3504	0.13407	0.2671	0.767595	293	3	1.3504
SPI1	10	0.84365	0.95203	1.0	563	1	0.11251	0.84522	0.93761	1.0	568	3	0.11251
ZNF740	20	0.84904	0.98688	1.0	564	3	0.446	0.1605	0.44644	0.881816	332	8	0.446
HOXC10	2	0.85644	0.86692	1.0	565	0	1.1562	0.14356	0.22953	0.721013	321	2	1.1562
HOXD11	2	0.85644	0.86692	1.0	566	0	1.1562	0.14356	0.22953	0.721013	323	2	1.1562
HOXA11	2	0.85644	0.86692	1.0	567	0	1.1562	0.14356	0.22953	0.721013	325	2	1.1562
HOXB9	2	0.85644	0.86692	1.0	568	0	1.1562	0.14356	0.22953	0.721013	324	2	1.1562
HOXC9	2	0.85644	0.86692	1.0	569	0	1.1562	0.14356	0.22953	0.721013	322	2	1.1562
NR6A1	1	0.85828	0.86683	1.0	570	0	2.2238	0.14172	0.13317	0.593474	319	1	2.2238
ERF	19	0.85996	0.98739	1.0	571	3	1.2128	0.093127	0.30747	0.772636	260	11	1.2128
ELK3	19	0.85996	0.98739	1.0	572	3	1.2128	0.093127	0.30747	0.772636	258	11	1.2128
ELK1	19	0.85996	0.98739	1.0	573	3	1.2128	0.093127	0.30747	0.772636	257	11	1.2128
ETV3	19	0.85996	0.98739	1.0	574	3	1.2128	0.093127	0.30747	0.772636	255	11	1.2128
FEV	19	0.85996	0.98739	1.0	575	3	1.2128	0.093127	0.30747	0.772636	259	11	1.2128
ETV5	19	0.85996	0.98739	1.0	576	3	1.2128	0.093127	0.30747	0.772636	256	11	1.2128
ETV4	19	0.85996	0.98739	1.0	577	3	1.2128	0.093127	0.30747	0.772636	254	11	1.2128
ETV6	50	0.86037	0.9988	1.0	578	11	1.1142	0.00054654	0.005349	0.091379	44	28	1.1142
ZNF35	119	0.86373	0.99989	1.0	579	27	0.2822	0.1085	0.44336	0.881816	274	42	0.2822
HOXA13	18	0.8715	0.9863	1.0	580	1	1.1817	0.013566	0.070142	0.392156	112	12	1.1817
NRF1	6	0.87337	0.91332	1.0	581	1	-0.082739	0.90946	0.9147	1.0	584	1	-0.082739
VENTX	10	0.87452	0.95796	1.0	582	1	-0.065768	0.90184	0.95885	1.0	582	2	-0.065768
ZSCAN29	2	0.87494	0.87782	1.0	583	0	2.2259	0.12506	0.20712	0.703447	286	2	2.2259
ZKSCAN5	160	0.87496	0.99991	1.0	584	36	0.82565	0.00015239	0.005349	0.091379	34	82	0.82565
FOXB1	2	0.87896	0.87847	1.0	585	0	0.79597	0.12104	0.2019	0.703447	284	2	0.79597
ELK4	21	0.88997	0.99173	1.0	586	2	1.5622	0.0022162	0.014024	0.165865	59	14	1.5622
ETV7	54	0.89343	0.99941	1.0	587	11	1.089	0.0006373	0.0064892	0.101296	46	31	1.089
PLAG1	6	0.89929	0.92927	1.0	588	0	1.8995	0.0044762	0.020469	0.193668	75	5	1.8995
ZBTB24	23	0.90061	0.99428	1.0	589	4	0.31722	0.22464	0.57013	0.935016	370	9	0.31722
ZNF667	2	0.901	0.90703	1.0	590	0	3.4103	0.064176	0.10757	0.51684	217	2	3.4103
ZBTB2	7	0.9196	0.94676	1.0	591	0	2.1969	0.003404	0.018694	0.185435	67	6	2.1969
SIX3	4	0.92138	0.9407	1.0	592	0	1.8999	0.0069536	0.019031	0.185737	80	2	1.8999
PBX2	6	0.9474	0.96213	1.0	593	0	2.1356	0.032229	0.099708	0.483316	160	5	2.1356
SPIB	10	0.9505	0.97658	1.0	594	1	0.34924	0.38701	0.65806	0.987084	436	5	0.34924
splice_essential_pang	628	0.95627	1.0	1.0	595	142	0.55966	0.00041964	0.0073617	0.104675	38	295	0.55966
ZFP42	6	0.95783	0.97145	1.0	596	0	0.30284	0.30294	0.50834	0.885641	407	2	0.30284
ZNF211	6	0.95987	0.97179	1.0	597	0	0.19456	0.76885	0.85718	1.0	559	1	0.19456
BHLHE41	5	0.96433	0.97569	1.0	598	0	3.1943	0.012596	0.043779	0.308862	106	4	3.1943
TFE3	5	0.96433	0.97569	1.0	599	0	3.1943	0.012596	0.043779	0.308862	108	4	3.1943
MLX	5	0.96433	0.97569	1.0	600	0	3.1943	0.012596	0.043779	0.308862	105	4	3.1943
USF2	5	0.96433	0.97569	1.0	601	0	3.1943	0.012596	0.043779	0.308862	109	4	3.1943
MITF	5	0.96433	0.97569	1.0	602	0	3.1943	0.012596	0.043779	0.308862	107	4	3.1943
CREB5	5	0.98106	0.98635	1.0	603	0	1.5257	0.032684	0.091984	0.456211	163	4	1.5257
ATF7	5	0.98106	0.98635	1.0	604	0	1.5257	0.032684	0.091984	0.456211	162	4	1.5257
ZNF707	4	0.9813	0.98196	1.0	605	0	2.1709	0.018697	0.054833	0.358751	131	4	2.1709
POU6F2	18	0.98353	0.99775	1.0	606	1	0.51361	0.42551	0.75096	1.0	456	8	0.51361
FOXF2	7	0.98502	0.98994	1.0	607	0	0.75905	0.50861	0.72113	1.0	481	3	0.75905
ZNF784	5	0.99585	0.99618	1.0	608	0	4.0075	0.0041512	0.015759	0.17622	72	5	4.0075
MSC	9	0.99662	0.99829	1.0	609	0	2.832	0.00010869	0.00062959	0.015488	27	8	2.832
splice_nonessential_pang	174	0.9979	1.0	1.0	610	28	0.99297	8.0328e-06	0.00025283	0.008638	17	98	0.99297
TFCP2	5	0.99992	0.99994	1.0	611	0	3.8174	8.2023e-05	0.00032223	0.009909	24	5	3.8174
GRHL1	5	0.99992	0.99994	1.0	612	0	3.8174	8.2023e-05	0.00032223	0.009909	25	5	3.8174
